index:ID,name,character,function,rule,:LABEL
https://cie.nwafu.edu.cn/2021-AAATKG/jujube/resource/R30030,泾渭大雪枣,,雪枣营养丰富，含有天门冬氨酸、苏氨酸、丝氨酸等人体必需的氨基酸，含维生素C最为丰富，达1079. 1毫克/100克，还含有较高的维生素A、维生素E及钾、铁、铜等多种微量元素，有防癌功效。抗旱、抗寒能力较强，耐盐碱。,果实较大，平均单果重20. 5克，最大单果重56. 4克；大小整齐，圆形，成熟后呈赭红色。,品种选择
https://cie.nwafu.edu.cn/2021-AAATKG/jujube/resource/R30031,台湾青枣,"台湾青枣又名毛叶枣、印度枣，原产于印度、北非等热带地区, 属亚热带果树。",果肉清甜爽脆、化渣。,果实长椭圆形，外观匀称圆滑，光泽好，完熟时呈金黄色。,品种选择
https://cie.nwafu.edu.cn/2021-AAATKG/jujube/resource/R30032,天津快枣,天津快枣分布在天津一带，果实倒卵形，平均单果重7克，最大单果重14克。,"果肉酥脆，汁多，酸甜可口。耐盐碱,耐旱，耐涝，果实成熟早，适合在交通便利的城郊地区发展。",树势强，发枝力较强，定植后3年结果，丰产，果实生育期60天左右，产地于8月初成熟，是极早熟鲜食品种。,品种选择
https://cie.nwafu.edu.cn/2021-AAATKG/jujube/resource/R30033,馒头枣,果形似馒头，个大，纵横径基本相等，平均纵径4.2厘米，横径4.0厘米，平均单果重40克「最大单果重50克。,果皮薄，果肉肥厚呈灰白色，含糖量高，口感酥脆，酸甜适中，汁液丰富。产地于8月上旬上市，皮浅红，美观大方，经济价值高，发展前景广阔。,,品种选择
https://cie.nwafu.edu.cn/2021-AAATKG/jujube/resource/R30034,七月鲜,七月鲜又叫泾渭鲜枣，该品种是西安市高陵县泾渭枣树研究所培育出的超早熟大果型鲜食良种。树体矮化，当年嫁接当年结果，早果、早丰性极强。是极有开发潜力的高档鲜食优良品种，也是保护地栽培的首选品种。,在陕西当地表现果型大、丰产、稳产、早熟。鲜枣味甜，肉质细脆多汁，极宜鲜食。,"果实长圆形，果面平整，平均单果重30克，最大单果重80克，在早熟品种中是极罕见的。果个均匀，果皮薄，深红色，表面蜡质较少，可溶性固形物含量28.9%,可食率97.8%。8月下旬红熟，无采前落果现象，丰产性好，密植园5年生树每667平方米产量可达1500千克左右。在陕西关中5月底进入盛花期，7月下旬白熟期蜜甜水脆，8月中下旬成熟，果实发育期85天，比梨枣早上市20?30天。",品种选择
https://cie.nwafu.edu.cn/2021-AAATKG/jujube/resource/R30035,蜂蜜罐,蜂蜜罐原产陕西大荔一带，为当地原产品种，数量不多。20世纪50年代末，在江苏、南京、安徽、淮南等地引进，长势良好。,果皮薄，鲜红色，有光泽，果点小、圆形、密布。果肉绿白色，质地细脆，汁多味甜，品质中上等。树势较强，发枝力中等，幼树早果性好，产量高而稳定，裂果轻。适应性强，对土质要求不严，在我国南方、北方均可栽培。但成熟后易裂果，不耐贮运。,果实中等大，近圆形或短椭圆形，两端略尖瘦。单果平均重9.5 克，最大果重11克，大小整齐。果面不平整，有隆起。果实生长期85?90天，8月中旬至9月初成熟，为早熟生食良种，果皮转白时，即味甜适口。,品种选择
https://cie.nwafu.edu.cn/2021-AAATKG/jujube/resource/R30036,六月鲜,,"早熟优质鲜食品种，果大、质优、丰产。果皮较厚，紫红色，光亮艳丽。果肉质地松脆, 汁较多，味浓甜，可溶性固形物含量在31%?34.5%,可食率 96.1%,品质上等，极宜鲜食。适应性强，在各种土壤里均能生长良好。不裂果，抗病性强，且极易丰产。",果实长椭圆形或长倒卵形，大小整齐，平均单果重13. 6克，最大单果重19.8克。树势中庸，树姿开张，嫁接苗栽后第二年开始结果，第三年达到一定产量。在山东当地于8月上旬果实进入白熟期即可鲜食，9月上旬完全成熟。,品种选择
https://cie.nwafu.edu.cn/2021-AAATKG/jujube/resource/R30037,临猗梨枣,"临猗梨枣原产于山西省南部的运城市龙居乡东辛庄、临猗县东北部一带, 20世纪80年代以来得到大面积推广。","果梗细，果皮薄, 浅红色，果面不光滑，果点小而密。果肉厚，白色，肉质松脆，汁液中多，味甜略酸，品质中上等，为名贵生食品种。树势中庸，树体较小，树姿开张，一般高2?3米，干性弱，发枝力强，枝条密。结果早，前期产量高，特丰产稳产，新枣头结实力强。","果实特大，长圆形，似梨状，平均纵径4.2厘米，横径4厘米, 平均单果重28.5克左右，最大果重60克以上。鲜枣含总糖 22.25%,维生素C292. 25毫克/100克，水分69.8%,其糖酸比为 60.46 : lo种核小。可食率为96%。核无种仁。果实生长期110天 左右，在山西临猗，其果实于9月中旬着色，9月下旬至10月上旬全红。",品种选择
https://cie.nwafu.edu.cn/2021-AAATKG/jujube/resource/R30038,大白铃,大白铃系山东省果树研究所1982年从本省夏津县李楼村选出的优良单株，于1999年4月通过山东省农作物品种审定委员会审定并命名，现已在山东、河北、山西、江苏和云南等省引种栽培。,"果皮薄，棕红色，赋有光泽。果肉绿白色，质地松脆略粗，汁中多, 味甜，口感好。含可溶性固形物33%,可食率98%,品质上等。果核较大，无种仁。树势中庸，干性较强，发枝力中等。耐瘠薄，抗旱，抗寒，抗风，较抗炭疽病和轮纹病，裂果极轻。","果实近球形或短椭圆形。果实特大，单果重24.5-25.9克。在泰安，其多年生枝上的果实于9月上中旬成熟, 当年生枝上的果实于10月上旬成熟采收，果实生育期为95天左右。",品种选择
https://cie.nwafu.edu.cn/2021-AAATKG/jujube/resource/R30039,孔府酥脆枣,孔府酥脆枣是山东省果树研究所，从山东省枣树品种资源中发掘筛选出来的优良鲜食品种。,"果皮较厚深红色，光亮艳丽。肉质细，酥脆，略起沙，汁中多，甜味浓,稍具酸味。可溶性固形物含量，在白熟期为28%,全红脆熟期高达 35.0%?36.5%。可食率为96.5%。适口性强，品质优良。树势较强，成龄树株高5?7米。早实性较强，丰产稳产。",果实长椭圆形或长倒卵形，侧面略扁，大小整齐。平均单果重12克，最大果重20克。果面不平整，有7?8条纵行浅棱。,品种选择
https://cie.nwafu.edu.cn/2021-AAATKG/jujube/resource/R30040,鲁北梨枣,鲁北梨枣别名大铃枣，脆枣。原产于河北省的沧州、山东省的乐陵、庆云和无像等地，栽培不多。,"果皮较薄，果面欠平滑。果肉厚，肉质细脆，味甜略酸，汁较多，抗裂果，品质上等，适宜鲜食。鲜枣含可溶性固形物28.0%?32.0%,维生素 C347毫克/100克。结果较早，产量中等，稳定。","果实大，梨形，平均单果重16. 4克，大小不均。枣头紫褐色，托叶刺不发达。枣股较小，抽吊力中强，枣吊长且粗壮。花药无花粉, 需配置授粉品种。",品种选择
https://cie.nwafu.edu.cn/2021-AAATKG/jujube/resource/R30041,油福水枣,油福水枣又名马铃枣，分布于陕西泾阳油福村、菇家村一带。,"果实特大，圆桩形，果顶微凹，梗洼深。皮薄，肉厚，质脆, 汁液多，味浓甜，品质上等。9月中旬成熟，果面暗紫色，很受市场欢迎,为优良生食品种之一。树势强，结果期早，丰产稳产，适应性、抗逆性较强。",,品种选择
https://cie.nwafu.edu.cn/2021-AAATKG/jujube/resource/R30042,美蜜枣,美蜜枣又名蜜枣，鸡心蜜枣。分布于山西太谷县里美庄村和临汾市。,果皮薄，浅红色，果面光滑。果梗细长，梗洼中广中深，果顶尖，柱头宿存。果肉厚，白色，肉质细脆，味甜汁多，品质优良，宜鲜食，9月中旬成熟。,果实中大，圆柱形，纵径3.4厘米，横径2.4厘米，平均单果重10.5克。树势中庸，树体较小，中心干强。树姿直立，枝条细而较密。结果较迟，产量中等，成熟期落果和遇雨裂果严重，应适时采收。宜在城郊少量发展。,品种选择
https://cie.nwafu.edu.cn/2021-AAATKG/jujube/resource/R30043,桐柏大枣,桐柏大枣分布于河南省桐柏，为当地稀有品种。1996年被国家林业部定为全国100项新成果推广项目。,"果肩广圆，梗洼与顶洼深广，果顶平圆。果皮中厚，赭红色，光洁美观。果点大而稀，不显著。果肉厚，黄白色，汁多脆甜，香味浓重，含糖量23.0%,酸 0.32%,维生素C442. 3毫克/100克鲜重，鲜食品质极佳。适应性与抗逆性较强，耐旱、抗涝、耐 盐碱、较耐瘠薄，病虫危害较轻。",果实近圆形，特大，一般单果重46克左右，最大果重67克，具有“7个1尺，10个1斤”的美誉。,品种选择
https://cie.nwafu.edu.cn/2021-AAATKG/jujube/resource/R30044,大城苹果枣,大城苹果枣又名柿子枣。分布于河北大城一带。,果面光滑，果皮薄，果肉细脆，汁多味甜，鲜食品质优。该品种适应性强，抗旱耐涝，耐盐碱，为优良的中早熟鲜食品种。,果实近圆球形，平均单果重23. 3克。,品种选择
https://cie.nwafu.edu.cn/2021-AAATKG/jujube/resource/R30045,蛤蟆枣,"蛤蟆枣分布于山西省南部永济市仁阳、太宁等村,为当地主栽品种。大小均匀，果形不端正，果面不光滑，有紫黑色斑点，类似的癞蛤蟆瘤状，故称 “蛤蟆枣”。","果皮薄，深红色，果点小。果肉厚，白色，肉质细脆, 味甜汁多，品质上等，适宜鲜食。鲜枣含可溶性固形物28.5%,酸 0.432%,维生素C397. 46毫克/100克。种核小，可食率为 97.17%,无种仁。该品种抗枣疯病能力强，结果较早。",果实特大，扁柱形，纵径5.59厘米，横径3.98厘米，侧径 3.57厘米，平均单果重34克，最大果重40克以上。,品种选择
https://cie.nwafu.edu.cn/2021-AAATKG/jujube/resource/R30046,金芒果枣,金芒果枣又名霜红枣、霜来红枣。,"果皮薄，深红色，鲜艳美观，不裂果，具有很高的观赏价值。果肉黄白色，细嫩酥脆，味甜汁多。鲜枣含糖量27.6%,含可溶性固形物33.4%,含维生素 C512.4毫克/100克（是梨枣的近2倍），可食率96%。鲜食品质极上。落叶后常挂在树上不落果，不裂果，不皱皮。该品种适应性强，丰产稳产，结果早，适宜矮化密植，极耐贮藏。",果形芒果状椭圆形，果面光洁较平整。果个特大，平均单果重33克，最大的可达80克，大小较整齐。,品种选择
https://cie.nwafu.edu.cn/2021-AAATKG/jujube/resource/R30047,薛城冬枣,薛城冬枣分布于山东南部枣庄、薛城一带。,"果肉松脆，稍粗，汁较多，味甜微酸。半红果含可溶性固形物 24.9%,可食率94.3%,宜鲜食，品质中上。",果实圆形略扁，整齐度高。平均单果重20?30克，最大果重40 克。,品种选择
https://cie.nwafu.edu.cn/2021-AAATKG/jujube/resource/R30048,成武冬枣,成武冬枣分布于山东省成武、荷泽、曹县等地。,果肉乳白色，质地细脆，汁液较多，味甜微酸。,果特大，长椭圆形或长卵圆形，平均果重25.8克，最大果重 32. 1克，形状、大小整齐。果面光亮、不平，有5~6条浅显的沟棱。果皮较厚、深赭红色、十分艳丽。果点白熟期灰白色、中大、 较明显，着色后转深红色。,品种选择
https://cie.nwafu.edu.cn/2021-AAATKG/jujube/resource/R30049,襄汾圆枣,襄汾圆枣分布于山西襄汾县。,果肉厚，浅绿色，肉质细脆，味甜，汁多，品质上等。10 月上旬成熟，耐贮藏。,果实大，卵圆形，纵径3.55厘米，横径2.8厘米，平均单果重15.4克，大小较均匀。果皮薄，浅红色，果面光滑，果顶微凹，梗洼窄深。,品种选择
https://cie.nwafu.edu.cn/2021-AAATKG/jujube/resource/R30050,湖南鸡蛋枣,湖南鸡蛋枣分布于湖南省激浦、麻阳和衡山等地。,果肉厚，白绿色，味甜，汁较多，品质上等，适宜鲜食。适应性强，结果早，丰产稳产。,果实大，卵形，平均单果重19. 4克，大小不均匀。果皮薄，紫红色。,品种选择
https://cie.nwafu.edu.cn/2021-AAATKG/jujube/resource/R30051,尖枣,尖枣分布于山西平陆县洪池乡岳村一带。,果肉厚，绿色，肉质致密，味甜汁多，品质上等，丰产，鲜枣耐贮藏，成熟期落果少，裂果轻，适应性和抗逆性强，水旱地均可栽培。,"果实较小，尖柱形，纵径3. 44厘米，横径2. 5厘米，平均单果重10.3克，大小较均匀。果皮中厚，深红色，果面光滑，果顶尖, 梗洼中广中深。",品种选择
https://cie.nwafu.edu.cn/2021-AAATKG/jujube/resource/R30052,义乌大枣,义乌大枣原产于浙江省义乌。,果皮较薄，果肉厚，乳白色，质地较松，加工蜜枣品质上等。适应性较强，结果较早，产量较高。,果实大，圆柱形或长圆形，平均单果重15. 4克，大小均匀。,品种选择
https://cie.nwafu.edu.cn/2021-AAATKG/jujube/resource/R30053,马枣,,,,品种选择
https://cie.nwafu.edu.cn/2021-AAATKG/jujube/resource/R30054,白蒲枣,,,,品种选择
https://cie.nwafu.edu.cn/2021-AAATKG/jujube/resource/R30055,圆枣,,,,品种选择
https://cie.nwafu.edu.cn/2021-AAATKG/jujube/resource/R30056,南京枣,,,,品种选择
https://cie.nwafu.edu.cn/2021-AAATKG/jujube/resource/R30057,长枣,,,,品种选择
https://cie.nwafu.edu.cn/2021-AAATKG/jujube/resource/R30058,宜城圆枣,宣城圆枣别名团枣，分布于安徽省的许东和孙埠等地。,"果肉厚，绿白色，质地致密细脆，味较甜，汁中多, 加工蜜枣品质上等。适应性较强, 结果早，丰产稳产。",果实大，近圆形，平均单果重24.5克，大小均匀。果皮薄，赭红色果面平滑。,品种选择
https://cie.nwafu.edu.cn/2021-AAATKG/jujube/resource/R30059,宜城尖枣,宣城尖枣别名长枣。原产于安徽省宣城的水东，主要分布于宣城水东、孙埠、杨林等乡镇，为当地主栽品种。,"为蜜枣加工优良品种，蜜枣果形整齐，透明度好, 吸糖量高，肉厚核小，品质上。高产稳产。",果实长卵圆形，果实大，纵径为4.8厘米，横径为3.7厘米。平均单果重22. 5克，大小整齐。果面光滑，果肩平整，果顶凸岀尖形。,品种选择
https://cie.nwafu.edu.cn/2021-AAATKG/jujube/resource/R30060,繁昌长枣,繁昌长枣主要分布于安徽省繁昌县的横山乡、环城乡、马坝乡和峨桥乡一带，为当地原产的主栽品种，已有300余年的栽培历史。,果肉淡绿色，质地致密且腌，进入脆熟期后甘甜可口。耐旱涝，耐瘠薄，适应性强，但不抗枣疯病，丰产稳产。,果实较大，长柱形，中腰部分常有不对称的缝痕，两端多显歪斜。平均单果重14. 3克，大小整齐。,品种选择
https://cie.nwafu.edu.cn/2021-AAATKG/jujube/resource/R30061,灌阳长枣,灌阳长枣别名牛奶枣。主要分布于广西灌阳。,果皮较薄，白熟期乳黄色，略有绿色，着色后为深赭红色，赋有光泽。果肉黄白色，质地较细，稍松脆，汁液少，味甜。对土壤、气候适应性强，结果早，产量高且较稳定。适宜在南方蜜枣产区栽培。,果实较大，长圆柱形，果尖多向一侧歪斜。平均单果重14.3 克，大小、形状比较整齐一致。果尖较长，渐尖，顶端细圆或突尖。,品种选择
https://cie.nwafu.edu.cn/2021-AAATKG/jujube/resource/R30062,板枣,板枣又叫稷山板枣，稷山扁枣。主产于山西稷山县的陶梁、姚村、南阳、下迪等村。,"果肉厚，绿白色，质地致密，稍脆，汁液中多，甜味浓，果核小。品质上等，适宜制干、鲜食和加工醉枣。枝条较密，萌藥力强，根系发达。结果早，丰产，稳产，适应性强, 对土壤肥水条件要求较高。",果实中等大，扁倒卵形，单果平均重11.2克，大小较均匀。果面光滑，果点小，浅黄色。果皮中厚，紫褐或紫黑色，赋有光泽。,品种选择
https://cie.nwafu.edu.cn/2021-AAATKG/jujube/resource/R30063,相枣,相枣又名贡枣、运城相枣、安邑相枣、圆枣、大圆枣。主要分布于山西运城市的北相镇一带。,"果肉厚，绿白色, 肉质较硬，味甜，汁少。干枣具光泽，有弹性，用手拉开可拉出丝, 耐贮运，压扁后能较快恢复原状，很受市场欢迎，宜出口外销。树体较小，为早实密植丰产的优良品种。 较耐旱，抗逆性中等，成熟期遇雨裂果轻，落果少，适宜在北方大部分地区发展。",果实卵圆形，果形端正，个头特大，平均单果重22. 9克，特大果重36克以上。果皮厚，紫红色，果面平滑，赋有光泽。,品种选择
https://cie.nwafu.edu.cn/2021-AAATKG/jujube/resource/R30064,赞皇大枣,赞皇大枣别名金丝大枣。主产于河北省赞皇县。,果肉厚，近白色，致密质细，酥脆，汁液中等，味甜略酸，其干制红枣果形饱满，有弹性，耐贮运。枣头粗壮，叶片大，叶色浓绿。适应性较强，尤其耐瘠耐旱，丰产稳产。,"果实长，长圆形或卵圆形，平均单果重17. 3克，最大果重29克，大小整齐。果面平整, 果皮深红褐色，较厚，带有黑斑。",品种选择
https://cie.nwafu.edu.cn/2021-AAATKG/jujube/resource/R30065,洪赵小枣,,,,品种选择
https://cie.nwafu.edu.cn/2021-AAATKG/jujube/resource/R30066,牛奶枣,,,,品种选择
https://cie.nwafu.edu.cn/2021-AAATKG/jujube/resource/R30067,新郑小枣,,,,品种选择
https://cie.nwafu.edu.cn/2021-AAATKG/jujube/resource/R30068,骏枣,骏枣主产于山西交城县磁窑、瓦窑、广兴村等地。,白色或绿白色，质地略疏松，味甜汁多，核小。 品质上等，鲜食、制干、加工蜜枣、酒枣兼用，用途广。 根系发达，萌藥力中等，抗旱、耐寒、耐涝、耐碱，抗病虫力以及 适应性均较强。,"果实大，圆柱形或长倒卵形， 单果平均重31.05克，最大果重62.9克，大小不均匀。果面光滑, 果皮薄，深红色。果顶平，柱头遗存，梗洼中广较深。",品种选择
https://cie.nwafu.edu.cn/2021-AAATKG/jujube/resource/R30069,壶瓶枣,壶瓶枣分布于山西太谷、清徐、交城、榆次、太原南郊、平遥等地，以太谷县里美庄品质优良而驰名。,"果肉厚，绿白色，肉质脆而较松，味甜, 汁液中多，品质上等。鲜食，制干，加工蜜枣, 制酒枣兼用。结果较早，丰产稳产，盛果期长。适应性强, 抗旱、抗寒、耐碱、耐涝，抗病虫力强。","果实大，长倒卵形或圆柱形， 大小不均匀，单果平均重19.7克，最大单果重25克。果面光滑, 深红色，果皮薄，果顶平。",品种选择
https://cie.nwafu.edu.cn/2021-AAATKG/jujube/resource/R30070,金丝小枣,金丝小枣分布于山东的乐陵、无棣、庆云、惠民、寿光、阳信 及河北的沧州、献县、交河、盐山等地。,果肉乳白色，质地致密细脆，汁液中多，味甘甜微酸，清香。 味甘甜清香，无苦辣杂味，色深红光亮，皱纹细浅，耐贮运，品质极上等。,实较小，平均单果重5克。果形因株系而异，主要有椭圆形、 圆形、柱形、鸡心形、倒卵形和梨形等。果皮薄，鲜红色，光亮美观。,品种选择
https://cie.nwafu.edu.cn/2021-AAATKG/jujube/resource/R30071,马连小灶,,,,品种选择
https://cie.nwafu.edu.cn/2021-AAATKG/jujube/resource/R30072,敦煌大枣,敦煌大枣别名哈密大枣、五堡大枣。主要分布于甘肃省敦煌。,肉浅绿色，肉质致密，较硬，汁液少，味酸甜，稍有苦味。鲜食、制干品质均属中上等。适应性强，抗寒，耐旱，抗病虫。 结果早，丰产稳产。,果实中等偏大，近卵圆形，平均单果重14.7克，大小不整齐。果面不平，有小块起伏。果皮较厚，紫红色。,品种选择
https://cie.nwafu.edu.cn/2021-AAATKG/jujube/resource/R30073,鸣山大枣,鸣山大枣原产于甘肃省敦煌鸣山，为敦煌大枣优变株系。,"果肉厚，绿白色，质地致密细脆, 味甜汁多，品质上等，适宜制干、鲜食和加工。应性强，结果较早，产量较高。","果实大，长圆形，平均单果重23.9克，大小不均匀。果皮厚, 紫红色，果面平滑，赋有光泽。",品种选择
